id	age	gender	rt	aut.flexibility.1	aut.flexibility.2	aut.flexibility	aut.originality.1	aut.originality.2	aut.originality	aut.fluency.1	aut.fluency.2	aut.fluency	bag.appropriateness.1	bag.appropriateness.2	bag.appropriateness	dat	valids	word.1	word.2	word.3	word.4	word.5	word.6	word.7	word.8	word.9	word.10
R_Y93XFiWiPG3g58J	18	Female	240.042	0.2	0.4	0.3	0	0.4	0.2	1	0.8	0.9	NA	NA	NA	79.3845207341725	7	plato	she	zebra	alan	water	london	printer	cousin	grandpa	lawyer
R_23ZZIyLZIBJEheU	21	Female	240.075	0.8	0.8	0.8	0	0	0	1	1	1	5.30232558139535	3.76744186046512	5.30232558139535	75.2459561186177	10	notebook	pet	plant	food	laptop	device	book	shelf	phone	artwork
R_eDpL33357GsfXpv	20	Female	241.254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.2896938210442	9	Ball	Car	Fence	Water	Bird	Computer	Carpet	Sound	Brick	Ice cream
R_2SCAGoztKWLIanZ	19	Male	240.185	4.8	5.4	5.1	4.6	3.8	4.2	7.6	7.4	7.5	5	3.73684210526316	5	74.2917776107788	10	Chair	Hair	Bear	Traps	Book	Food	Clothes	Bag	Bottle	Cradle
R_OeUCgvcgliSOoOl	19	Female	240.191	1.2	1	1.1	0.4	0	0.2	1	1	1	4.41025641025641	3.38461538461538	4.41025641025641	76.1898797892389	10	horse	mug	chair	storm 	grass	banana 	castle 	people	chocolate	book
R_2pLDvR3GvXCTb23	22	Female	240.092	0.2	0.8	0.5	0	0	0	6.4	4.2	5.3	4.65384615384615	3.34615384615385	4.65384615384615	78.9953298955446	9	water	paper	pen	labtop	glasses	charger	survey	chocolate	nut	house
R_22yuH45H5roZR5Z	21	Male	240.011	2.2	2.6	2.4	0.6	0.4	0.5	4.4	4.4	4.4	5.625	4.625	5.625	79.9547337350391	10	fire	eggs	laptop	black	ears	discipline	beer	song	cushion	religion
R_xl8V79qYyEXhuKt	19	Female	240.056	3.2	3.6	3.4	0.6	0.4	0.5	1	1.6	1.3	6.75	5	6.75	82.4596738797568	10	bucket	island	carrot	candle	speedometer 	peg	trophy	clock	binder	corkscrew
R_3RmR5LvaKPYa25T	21	Male	240.021	0.4	1.4	0.9	0	0	0	8	7.2	7.6	4.63636363636364	3.47272727272727	4.63636363636364	75.015516313059	8	boring	exciting	thoughtful	insight	intelligence 	paranloia	dreamyness	regret	wiry	heartless
R_2s5ZkS0sKwXJj9C	18	Male	241.666	2.4	2.6	2.5	0	0.4	0.2	2.6	2.8	2.7	5.25	4.17857142857143	5.25	80.4109652127538	10	orange	city	cow	mirror	acid	student	bean	rock	snack	time
R_PHFfEp3TKbV6yVb	19	Male	240.113	1.8	2.2	2	0	0.4	0.2	3	3.2	3.1	6.2258064516129	5.29032258064516	6.2258064516129	78.1630673933597	10	tornado	terrace 	hurt	girl	time	electric	porch	tent	acrobat	winter
R_1gtlWwfYSunyOL6	20	Male	240.013	2.4	2.6	2.5	0.4	1	0.7	1	1.6	1.3	5.10169491525424	3.86440677966102	5.10169491525424	85.6289701702605	9	celebrity	toilet	buffet	thread	conjunctivitis	wedding	Jupiter	cheese	arrogance	flower
R_3EtZlfmXgM3txJL	19	Female	240.04	3.6	3.8	3.7	2.4	1.2	1.8	5.4	5.2	5.3	5.01754385964912	3.85964912280702	5.01754385964912	87.3541606013619	9	whisk	window	gluestick	uncle	toenail	flower	calender	keyboard	tattoo	drill
R_3Jldi0hEftOIdoh	19	Male	243.786	0	0.6	0.3	0	0	0	1	1	1	2	1.5	2	69.9582640968618	9	apple	watermelon	human	boy	gentalmen	black	dark	happiness	bird	dog
R_Pvz0xQncBj5DcSB	18	Female	240.112	6.2	6.8	6.5	3.8	3.8	3.8	1	2.4	1.7	4.86792452830189	3.07547169811321	4.86792452830189	74.0195561022986	10	Glasses	Tree	Cat	Hair	Love	Fork	Painting 	Violin	Teacher	Bleach
R_1qWXNjo0YpzLi4R	19	NA	240.108	1.2	1.2	1.2	0	0.2	0.1	5.6	4.8	5.2	6.09523809523809	4.95238095238095	6.09523809523809	89.7820391293083	10	scissors	building	cat	bike	tomato	oesophagus	mathematics	painting	space	concussion
R_BQzBMjdGTzUF8zL	19	Female	240.229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.0455729748521	10	spiral	leaf	towel	nail	rainbow	chamber	cyst	cannon	angel	pill
R_2B38QTDWf8jCjTQ	18	Female	240.015	2.4	3.8	3.1	0.8	1.8	1.3	4.6	5.4	5	7	4	7	82.6133546109001	8	egg	shit	people	bottle	shoe	swanston	Ivy	wendy	Phoebe	two
R_2EnTAoGXdaJvBnI	20	Male	240.026	0.4	0.4	0.4	0	0.6	0.3	1	0.8	0.9	NA	NA	NA	76.2913140867438	10	Japan	coconut	anime	knife	sugar 	gun 	pen 	ball	car 	star
R_21ynwe3P7rPXMSH	20	Male	240.044	0.4	1	0.7	0	0.6	0.3	1	1	1	5	3	5	77.7523252270406	10	television	hammer 	rap	mic	song	sky	 car	bridge	grass	gun
R_6u6THJQ0cW3DUs1	20	Female	240.016	2	2.6	2.3	0.6	1	0.8	2.8	3.2	3	5.64864864864865	4.32432432432432	5.64864864864865	77.8873850014948	10	food	file	pool	tiles	cap	sun	mud	flower	wind	television
R_2uX2PY5bofwxGLx	18	Female	240.069	0.4	0.6	0.5	0.2	0	0.1	1	0.8	0.9	NA	NA	NA	75.3012950576487	10	people	sugar	dog	paper	rice	door	brother	river	toilet	bag
R_Xh5tcf83eh2deY9	19	Female	240.129	2.2	2.6	2.4	0	0.8	0.4	4.6	4.6	4.6	5.74468085106383	4.48936170212766	5.74468085106383	79.7687129782779	10	water	time	carrot	school	chrome	application	rocket	ink	cast	couch
R_1QATL55Mj76HfVQ	21	Female	240.006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.4898367311273	10	name	fruit	city	animal	sofa	building	book	water	word	pencil
R_3MsvX2NXRn7in5T	18	Female	481.346	0	0	0	0	0	0	1	0.8	0.9	5.77777777777778	5.07407407407407	5.77777777777778	81.6252220422029	10	Mandarin	Bag	Leg	Rock	Counter	Bus	Cough	Rubber	Oil	Line
R_1JIVAqKjU4ooEUK	18	Male	240.011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.3669534538473	10	tree	space	pen	bag	sound	ice	marriage	idea	frog	laughter
R_27flF9O9pwCB4PD	19	Male	240.076	2.2	2.4	2.3	0.6	0.6	0.6	1	1.4	1.2	4.8125	3.60416666666667	4.8125	71.7205836659386	9	window	sky	chair	building	laptop	yugurt	bag	clothes	air-conditioning	bed
R_3q8dlivl1e2gg50	19	Female	241.445	0.8	1	0.9	0	0	0	1	1	1	NA	NA	NA	65.8208773959251	10	table	chair 	pillow	food	drinks	water	beach 	sand	stars	baby
R_20P2SFzIpz97wNR	18	Female	147.609	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.93333333333333	4.63333333333333	5.93333333333333	79.900030809499	10	University	Blanket	Chicken	Teddy	Fireball	Uniform	Ball	Slippers	Hike	Cologne
R_1KrrmBr2xYcCukz	20	Male	240.024	7.6	7.8	7.7	6.6	6	6.3	16.2	14.6	15.4	5.13793103448276	3.60344827586207	5.13793103448276	91.6117266086595	8	jetski	beetle	cotton	plasma	murderers	keyboard	seconds	koala	muffin	carbon monoxide
R_1pyXNZq8CJb7Aek	20	Male	240.058	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.7	3.24	4.7	75.2673616721517	10	Bed	Women	Sun	Law	Weather	River	Glass	Sheep	Sad	Love
R_1dayvj9dpBMMebo	20	Female	240.008	0.2	0.4	0.3	0	0	0	1	1	1	NA	NA	NA	76.580641808964	10	apple	pen	shirts	rice	dog	gold	books	fire	phone	hair
R_3Gs92SxQIMWUq7b	19	Female	240.017	1.2	1.2	1.2	0	0	0	1.4	1.4	1.4	NA	NA	NA	76.9990619804178	10	stick	tissue	bed	leg	school	friend	reflection	meal	data	bag
R_A4Cm3CkDHL6ejjH	18	Female	240.127	2	2.4	2.2	0.4	0.2	0.3	3.4	3.6	3.5	5.09090909090909	3.83636363636364	5.09090909090909	77.8221854851359	10	window	sky	pencil	calendar	charger	cream	water	banana	hair	tissue
R_2qEML9doPTGeYrg	19	Female	240.118	2.2	2.4	2.3	0.6	0.6	0.6	3.4	3.6	3.5	6.875	6.5	6.875	80.6200825032734	10	Spoon	Shoe	Bookshelf	Car	Screwdriver 	Bee	Dough	Coffee	Card	Plane
R_wUiSzcc0YPDRCql	17	Female	240.02	1.8	2.2	2	0	0	0	1	1.4	1.2	6.5	5.21428571428571	6.5	77.4361604381175	10	table	sky	watermelon	book	hair	shoe	water	calendar	perfume	label
R_2WMa8Yebpd7YUxc	18	Male	240.11	3.2	4	3.6	0.6	0.8	0.7	1	1.6	1.3	5.39583333333333	4.08333333333333	5.39583333333333	83.6160447515015	9	lungs	desk	jelousy	radius	maturity	yellow	water	yell	song	leadership
R_3pumcD6FxZNNkCr	17	Female	120.374	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.5	4.16666666666667	5.5	72.5204811919303	7	Blanket	Tissue	Shoes	Tree	Trash bin	Traffic jam	Ant	Facial wash	Bag	Candy
R_3EWRkgvYBT5YaUq	20	Female	240.111	2.6	3	2.8	1.4	0.6	1	3.8	3.8	3.8	5.29824561403509	4.19298245614035	5.29824561403509	81.3674791582993	10	pie	flamingo	axe	blender	dirt	roundabout	towel	whip	mop	flame
R_3fUWh7czSzoD2Qq	18	Female	240.039	3.2	5.4	4.3	3.4	4.6	4	1	2.4	1.7	5.05263157894737	3.68421052631579	5.05263157894737	77.3489519244149	10	ball	mouse	candle	wine	garden	person	train	eyelash	painting	books
R_11j9xySW5axFyGC	18	Female	240.017	0.2	0.2	0.2	0	0	0	1.4	1.2	1.3	4.77777777777778	3.72222222222222	4.77777777777778	69.0481356212071	10	snacks	apartment	office	gym	refrigerator	dishwasher	window	sun	unicorn	woods
R_2DSJmYsbpYwrUrq	18	Female	240.112	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.83333333333333	4.5	5.83333333333333	71.9015095560324	10	Cup	Dog	Pencil	Air	Water 	Milk	Burger	Sand	Light	Moon
R_3nNVeI3PBrhdEl1	19	Female	240.113	5.6	5.2	5.4	3.4	3.4	3.4	8.8	8.4	8.6	5.57142857142857	4.40816326530612	5.57142857142857	91.2892713422133	10	present	dot	hamster	pavement	font	psychologist	aluminium	nacho	yellow	toenail
R_2Pt0do4V6tIv9bM	19	Male	240.009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.7952996634302	9	Difficult	Simple	Embarrasing	Proud	Sweet 	bitter	Depressed	Positive	Expensive	Cheap
R_2ARWFx0JJopgtpm	19	Female	240.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.4613715637298	10	table	tree	mouse	cat	water	food	wood	fire	banana	apple
R_2b161aKvodf8pcF	19	Female	240.023	0.4	0.6	0.5	0.2	0	0.1	1	0.8	0.9	3	1	3	76.3238309749535	9	book	tv	pencil	statue	tea	people	fruit	plant	gas	lunchbox
R_30oS1xuwRN2v0Gd	19	Female	240.023	2.6	2	2.3	0	0.2	0.1	1	1.2	1.1	NA	NA	NA	77.949259873657	10	nose	mouse	circle	death	car	shelf	water	pink	titanium	plank
R_oXgeu9ZyjCHUv3X	21	Male	240.152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.8589714808123	10	boob	glasses	milk	flower	gold	gun	blood	card	game	football
R_1lypwKqrxjuq9sl	20	Male	241.673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.4210618273133	10	apple	aircraft	student	restaurant	apartment	library	ferry	bottle	car	headphones
R_3dZ0JcNUBs9yayD	18	Female	481.907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.6028794319857	10	calculator 	tissues	sky	apple	toilet	mum	hair	tree	nails	train
R_3Op5ssdjxWd5j0d	25	Male	240.011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.4483555782409	9	Banana	Anger	Ball	Daytime	Apartment	Sea foam	Ear	Butler	Chip	Twirl
R_2WZIuyerw3sIMH9	21	Female	240.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.9151438240494	9	finger	barn	teacher	garage	hospital	fork	pyjamas	fan	soil	bubblewrap
R_4JEt07q4GgsQvlL	20	Male	240.119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.4021828288124	10	table 	cat 	space	fly 	floor 	University 	show 	number	ion 	orange 
R_29n19Q5HtNPpTWS	47	Female	240.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85.0370735639618	10	fable	melon	riot	wrist	hope	season	discipline	device	wonder	sleep
R_1luAk8qhRkzZYQi	21	Female	240.016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.3107511259261	10	chocolate	rice	sun	table	road	finger	month	essay	phone	concert
